date,player,bet,win,x,game,provider,videoUrl,thumb,tags
22.06.2024,Robin,"5,00€","2.139,50 €","427,9",Gates of Olympus 1000 ,Pragmatic Play,
12.09.2025,Domi,"1,50€","111,24 €","74,2",Gates of Olympus 1000 ,Pragmatic Play,
21.06.2025,Robin,"6,00€","1.807,20 €","301,2",Gates of Olympus 1000,Pragmatic Play,https://www.pplink.social/owqIlBoBUb,assets/img/gates1000.avif
03.09.2025,Robin,"1,80€","858,06€","476,7",Gates of Olympus 1000,Pragmatic Play,https://www.pplink.social/f7BmVCcWbX,assets/img/gates1000.avif
21.06.2025,Robin,"20,00€","661,00€","33,05",Gates of Olympus 1000,Pragmatic Play,https://www.pplink.social/Jhqx4RVdie,assets/img/gates1000.avif
11.09.2025,Moses,"6,00€","569,40 €","94,9",Gates of Olympus 1000,pragmatic Play,
29.08.2025,Domi,"3,60€","456,84 €","126,9",Gates of Olympus 1000,Pragmatic Play,
05.09.2025,Robin,"1,80€","444,15€","246,75",Gates of Olympus 1000,Pragmatic Play,https://www.pplink.social/oIHiOCCIBr,assets/img/gates1000.avif
14.09.2025,Domi,"2,50€","435,65€","174,26",Gates of Olympus 1000,Pragmatic Play,
06.09.2024,Robin,"1,00€","318,15 €","318,2",Gates of Olympus 1000,Pragmatic Play,https://replay.hacksawgaming.com/?roundid=13561566600&partner=745&language=de,assets/img/gates1000.avif
03.09.2025,Robin,"2,00€","284,56€","142,28",Gates of Olympus 1000,Pragmatic Play,https://www.pplink.social/f7BmVCcWbX,assets/img/gates1000.avif
22.08.2025,Domi,"1,20€","239,58 €","199,65",Gates of Olympus 1000,Pragmatic Play,
29.08.2025,Domi,"0,80€","234,60 €","293,3",Gates of Olympus 1000,Pragmatic Play,
07.09.2024,Planki,"0,20€","225,50 €","902,0",Gates of Olympus 1000,Pragmatic Play,https://fkivsk.hrqhregkxq.net/M1DnTLnI1v,assets/img/gates1000.avif
19.04.2025,Moses,"3,60€","216,00 €","60,0",Gates of Olympus 1000,Pragmatic Play,
11.09.2025,Moses,"3,20€","124,00 €","38,8",Gates of Olympus 1000,Pragmatic Play,
19.07.2024,Robin,"2,00€","1.244,80 €","622,4",Gates of Olympus,Pragmatic Play,https://fkivsk.hrqhregkxq.net/lc8pkgtPWA,assets/img/gates.avif
22.06.2025,Robin,"10,00€","1.145,00€","114,5",Gates of Olympus,Pragmatic Play,https://www.pplink.social/XtkVMlLrWg,assets/img/gates.avif
25.10.2024,Planki,"1,25€","1.057,70 €","846,2",Gates of Olympus,Pragmatic Play,https://vkptrg.yjmelqvefm.net/1QEeMCV7k4,assets/img/gates.avif
21.06.2025,Robin,"10,00€","811,00€","81,1",Gates of Olympus,Pragmatic Play,https://www.pplink.social/Amco5wLoGo,assets/img/gates.avif
16.07.2024,Robin,"0,20€","516,85 €","2584,3",Gates of Olympus,Pragmatic Play,
05.08.2024,Robin,"2,00€","431,90€","215,95",Gates of Olympus,Pragmatic Play,https://www.pplink.social/RTBfG2MsM8,assets/img/gates.avif
21.07.2024,Robin,"0,20€","246,11€","1230,55",Gates of Olympus,Pragmatic Play,https://www.pplink.social/li5UkF9zjh,assets/img/gates.avif
05.01.2024,Jakob,"0,20€","241,91 €","1209,6",Gates of Olympus,Pragmatic Play,
05.08.2024,Robin,"2,00€","112,80€","56,4",Gates of Olympus,Pragmatic Play,https://www.pplink.social/V0jxAM4XLa,assets/img/gates.avif
22.06.2024,Robin,"10,00€","5.476,00 €","547,6",Gates of Heaven,Pragmatic Play,https://www.pplink.social/kxlWp1wfxs,assets/img/goh.avif
05.09.2025,Robin,"3,20€","314,88€","98,4",Gates of Heaven,Pragmatic Play,https://www.pplink.social/xI66hl9jQG,assets/img/goh.avif
03.01.2024,Robin,"0,80€","243,04 €","303,8",Gates of Heaven,Pragmatic Play,https://replay.pragmaticplay.net/MvB0vr9veN,assets/img/goh.avif
18.08.2025,Domi,"0,40€","200,22 €","500,6",Gates of Heaven,Pragmatic Play,
04.09.2025,Robin,"1,00€","146,10€","146,1",Gates of Heaven,Pragmatic Play,https://www.pplink.social/4f1bmSkElz,assets/img/goh.avif
04.09.2025,Robin,"1,00€","141,30€","141,3",Gates of Heaven,Pragmatic Play,https://www.pplink.social/oqUl93bpzE,assets/img/goh.avif
03.09.2025,Robin,"1,00€","130,40€","130,4",Gates of Heaven,Pragmatic Play,https://www.pplink.social/Rr9P5GXe2h,assets/img/goh.avif
03.01.2024,Robin,"0,20€","104,39 €","522,0",Gates of Heaven,Pragmatic Play,https://replay.pragmaticplay.net/MjdoLI6MPU,assets/img/goh.avif
04.12.2023,Robin,"0,20€","158,33 €","791,7",Gargatoonz,Play'n GO,
08.12.2024,Moses,"1,60€","210,96 €","131,9",Freeze Time,Pragmatic Play,
08.12.2024,Moses,"0,20€","721,84 €","3609,2",Folsom Prison,Nolimit City,
08.12.2024,Moses,"0,20€","601,62 €","3008,1",Folsom Prison,Nolimit City,
08.12.2024,Moses,"0,20€","219,94 €","1099,7",Folsom Prison,Nolimit City,
10.12.2024,Moses,"0,06€","157,28 €","2621,3",Folsom Prison,Nolimit City,
08.12.2024,Moses,"0,20€","148,56 €","742,8",Folsom Prison,Nolimit City,
08.12.2024,Moses,"0,20€","129,04 €","645,2",Folsom Prison,Nolimit City,
08.12.2024,Moses,"0,20€","128,84 €","644,2",Folsom Prison,Nolimit City,
08.12.2024,Moses,"0,20€","128,66 €","643,3",Folsom Prison,Nolimit City,
08.12.2024,Moses,"0,20€","115,08 €","575,4",Folsom Prison,Nolimit City,
08.12.2024,Moses,"0,60€","735,60 €","1226,0",Fist of Destruction ,Hacksaw Gaming,
19.04.2025,Moses,"1,00€","348,78 €","348,8",Fist of Destruction ,Hacksaw Gaming,
13.04.2025,Moses,"1,40€","299,46 €","213,9",Fist of Destruction ,Hacksaw Gaming,
04.11.2024,Moses,"0,60€","112,50 €","187,5",Fist of Destruction ,Hacksaw Gaming,
02.09.2024,Moses,"0,20€","112,00 €","560,0",Fist of Destruction ,Hacksaw Gaming,
11.09.2025,Moses,"1,50€","181,32 €","120,9",Fire Stampede 2,Pragmatic Play,
11.09.2025,Moses,"1,50€","115,34 €","76,9",Fire Stampede 2,Pragmatic Play,
08.09.2025,Moses,"1,00€","115,96 €","100,0",Fire Stampede,Pragmatic Play,
14.09.2025,Planki,"0,20€","237,50 €",1187,Fire Portals,Pragmatic Play,https://www.pplink.social/AimjzE42wm,assets/img/firep.avif
19.04.2025,Moses,"1,80€","114,21 €","63,5",Fire Portals,Pragmatic Play,
04.11.2024,Moses,"0,20€","3.290,36 €","16451,8",Fire In The Hole 2 ,Nolimit City,https://nolimitcity.com/replay/zohugahaponiraheyakumudubihuduutunomekiyokawazea?device=desktop&langu,assets/img/fith2.avif
10.12.2024,Moses,"0,04€","546,16 €","13654,0",Fire in The Hole 2 ,Nolimit City,
05.02.2025,Robin,"0,02€","326,56 €",16328,Fire in The Hole 2 ,Nolimit City,
12.12.2024,Robin,"0,04€","287,92 €","7198,0",Fire in The Hole 2 ,Nolimit City,
10.12.2024,Moses,"0,06€","237,04 €","3959,0",Fire in The Hole 2 ,Nolimit City,
13.04.2025,Moses,"0,10€","174,91 €","1749,1",Fire in the Hole 2 ,Nolimit City,
10.12.2024,Moses,"0,04€","158,00 €","3950,0",Fire in The Hole 2 ,Nolimit City,
07.12.2024,Moses,"0,02€","131,48 €","6574,0",Fire in the Hole 2 ,Nolimit City,
30.03.2025,Moses,"0,06€","120,30 €","2005,0",Fire in the Hole 2 ,Nolimit City,
20.11.2024,Moses,"0,20€","103,22 €","516,1",Fire in The Hole 2 ,Nolimit City,
02.10.2024,Robin,"0,20€","100,40 €","502,0",Fire in the Hole 2 ,Nolimit City,https://nolimitcity.com/replay/zohugahaponiraheyakumuduyugokumeidepaadusipomiza?device=desktop&language=en&replayId=zohugahaponiraheyakumuduyugokumeidepaadusipomiza,assets/img/fith2.avif
02.10.2024,Robin,"0,20€","100,40 €","502,0",Fire In The Hole  ,Nolimit City,
19.04.2025,Moses,"1,40€","835,38 €","596,7",Fighter Pit,Hacksaw Gaming,
05.03.2025,Moses,"0,40€","128,34 €","320,85",Fear of the Dark,Hacksaw Gaming,
14.03.2025,Moses,"0,40€","143,04 €","357,6",Eye of the Panda,Hacksaw Gaming,
13.07.2024,Robin,"0,20€","533,06 €","2665,3",Evil Goblins xBombs,Nolimit City,
16.04.2025,Moses,"5,00€","1.370,00 €","274,0",Duel at Dawn,Hacksaw Gaming,
13.04.2025,Moses,"2,00€","1.369,00 €","684,5",Duel at Dawn,Hacksaw Gaming,
13.04.2025,Moses,"4,00€","1.184,00 €","296,0",Duel at Dawn,Hacksaw Gaming,
14.03.2025,Moses,"0,60€","549,90 €","916,5",Duel at Dawn,Hacksaw Gaming,
08.04.2025,Robin,"0,40€","307,20 €","768,0",Duel at Dawn,Hacksaw Gaming,
13.04.2025,Moses,"0,60€","207,24 €","345,4",Duel at Dawn,Hacksaw Gaming,
08.12.2024,Moses,"2,00€","206,17 €","103,1",Duel at Dawn,Hacksaw Gaming,
10.12.2024,Moses,"2,00€","200,80 €","100,4",Duel at Dawn,Hacksaw Gaming,
10.12.2024,Moses,"1,00€","105,90 €","105,9",Duel at Dawn,Hacksaw Gaming,
10.08.2025,Alex,"0,20€","461,16 €","2456,0",Duck Hunters,Nolimit City,https://nolimitcity.com/replay/zohugahaponiraheyakumuhikupupukinugipihesiyubareyu?device=desktop&language=en,assets/img/duckh.avif
08.09.2025,Moses,"1,60€","207,52 €","129,7",Duck Hunters,Nolimit City,
14.03.2025,Moses,"0,07€","161,66 €","2309,4",Duck Hunters,Nolimit City,
13.04.2025,Moses,"0,80€","1.280,00 €","1600,0",Drop' em,Hacksaw Gaming,
19.04.2025,Moses,"2,00€","330,40 €","165,2",Drop' em,Hacksaw Gaming,
19.04.2025,Moses,"2,00€","319,60 €","159,8",Drop' em,Hacksaw Gaming,
17.09.2024,Jonas,"0,10€","134,60 €","1346,0",Drop' em,Hacksaw Gaming,
17.11.2024,Moses,"0,40€","706,14 €","1765,4",Drop Em,Hacksaw Gaming,
"10,12,2024",Moses,"0,60€","320,00 €","533,3",Drop Em,Hacksaw Gaming,
10.12.2024,Moses,"0,60€","200,00 €","333,3",Drop Em,Hacksaw Gaming,
11.09.2025,Moses,"0,30€","371,58 €","1238,6",Dracs Stacks,Massive Studios,
11.09.2025,Moses,"0,80€","256,48 €","320,6",Dracs Stacks,Massive Studios,
11.09.2025,Moses,"0,60€","231,48 €","385,8",Dracs Stacks,Massive Studios,
11.09.2025,Moses,"0,80€","135,68 €","169,6",Dracs Stacks,Massive Studios,
11.09.2025,Moses,"0,30€","135,03 €","450,1",Dracs Stacks,Massive Studios,
11.09.2025,Moses,"0,20€","132,80 €","664,0",Dracs Stacks,Massive Studios,
07.12.2024,Moses,"0,80€","491,32 €","614,2",Double Rainbow,Hacksaw Gaming,
16.03.2025,Moses,"0,60€","260,89 €","434,8",Double Rainbow,Hacksaw Gaming,
20.11.2024,Moses,"0,40€","201,86 €","504,65",Double Rainbow,Hacksaw Gaming,
19.04.2025,Moses,"0,60€","166,80 €","278,0",Double Rainbow,Hacksaw Gaming,
17.11.2024,Moses,"0,40€","137,62 €","344,1",Double Rainbow,Hacksaw Gaming,
07.12.2024,Moses,"0,80€","112,48 €","140,6",Double Rainbow,Hacksaw Gaming,
19.04.2025,Moses,"1,60€","1.341,76 €","838,6",Dork Unit,Hacksaw Gaming,
27.03.2025,Moses,"0,40€","569,72 €","1424,3",Dork Unit,Hacksaw Gaming,
16.04.2025,Moses,"5,00€","561,20 €","112,2",Dork Unit,Hacksaw Gaming,
08.12.2024,Moses,"1,20€","415,20 €","346,0",Dork Unit,Hacksaw Gaming,
10.12.2024,Moses,"1,00€","382,10 €","382,1",Dork Unit,Hacksaw Gaming,
04.11.2024,Moses,"0,20€","284,24 €","1421,2",Dork Unit,Hacksaw Gaming,
10.09.2024,Planki,"0,10€","210,09 €","2100,9",Dork Unit,Hacksaw Gaming,https://replay.hacksawgaming.com/?roundid=12001313735307&partner=2942&language=de,assets/img/dorku.avif
06.09.2024,Planki,"0,20€","169,98 €","849,9",Dork Unit,Hacksaw Gaming,https://replay.hacksawgaming.com/?roundid=12001258509861&partner=2942&language=de,assets/img/dorku.avif
05.02.2025,Moses,"0,20€","147,34 €","736,7",Dork Unit,Hacksaw Gaming,
13.04.2025,Moses,"1,80€","140,22 €","77,9",Dork Unit,Hacksaw Gaming,
17.09.2024,Robin,"0,20€","137,14 €","685,7",Dork Unit,Hacksaw Gaming,https://replay.hacksawgaming.com/?roundid=4005726781046&partner=1365&language=en,assets/img/dorku.avif
08.12.2024,Moses,"1,00€","128,00 €","128,0",Dork Unit,Hacksaw Gaming,
02.10.2024,Robin,"0,20€","124,20 €","621,0",Dork Unit,Hacksaw Gaming,https://replay.hacksawgaming.com/?roundid=4005959807042&partner=1365&language=en&channel=desktop,assets/img/dorku.avif
03.10.2024,Alex,"0,20€","109,24 €","546,2",Dork Unit,Hacksaw Gaming,
02.10.2024,Moses,"0,40€","107,47 €","268,7",Dork Unit,Hacksaw Gaming,
19.04.2025,Moses,"1,20€","204,80 €","170,7",Donut Division,Hacksaw Gaming,
13.04.2025,Moses,"1,20€","187,60 €","156,3",Donut Division,Hacksaw Gaming,
19.04.2025,Moses,"1,00€","593,00 €","593,0",Donny Dough,Hacksaw Gaming,
06.11.2024,Moses,"0,80€","232,80 €","291,0",Donny Dough,Hacksaw Gaming,
12.03.2025,Moses,"0,20€","121,48 €","607,4",Donny Dough,Hacksaw Gaming,
06.11.2024,Moses,"0,20€","312,40 €","1562,0",Densho,Hacksaw Gaming,
08.12.2024,Moses,"0,40€","303,12 €","757,8",Densho,Hacksaw Gaming,
03.06.2024,Robin,"0,20€","102,70 €","513,5",Densho,Hacksaw Gaming,
15.11.2024,Planki,"0,20€","102,40 €","512,0",Deadwood R.I.P.,Nolimit City,
02.09.2024,Moses,"0,20€","104,10 €","520,5",Dawn of Kings,Hacksaw Gaming,
04.11.2024,Moses,"0,20€","152,50 €","762,5",Das X Boot,Nolimit City,
05.03.2025,Moses,"0,40€","104,78 €","262,0",Cygnus 5,Elk Studios,
13.04.2025,Moses,"1,00€","193,70 €","193,7",Cubes 2,Hacksaw Gaming,
12.03.2025,Moses,"1,00€","157,00 €","157,0",Clash of Fang,Octoplay,
05.09.2024,Moses,"0,20€","135,14 €","675,7",Clash of Fang,Twist Gaming,
11.09.2025,Moses,"2,00€","284,00 €","142,0",Chaos Crew 3,Hacksaw Gaming,
13.09.2025,Moses,"0,60€","159,60 €","266,0",Chaos Crew 3,Hacksaw Gaming,
01.12.2024,Moses,"1,00€","2.908,20 €","2908,2",Chaos Crew 2,Hacksaw Gaming,
18.11.2024,Moses,"4,00€","1.840,00 €","460,0",Chaos Crew 2,Hacksaw Gaming,
13.03.2025,Moses,"0,60€","656,18 €","1093,6",Chaos Crew 2,Hacksaw Gaming,
16.04.2025,Moses,"5,00€","420,00 €","84,0",Chaos Crew 2,Hacksaw Gaming,
13.04.2025,Moses,"1,00€","200,00 €","200,0",Chaos Crew 2,Hacksaw Gaming,
14.03.2025,Moses,"2,00€","118,00 €","59,0",Chaos Crew 2,Hacksaw Gaming,
13.04.2025,Moses,"1,00€","109,00 €","109,0",Chaos Crew 2,Hacksaw Gaming,
04.11.2024,Moses,"0,60€","104,40 €","174,0",Chaos Crew 2,Hacksaw Gaming,
13.04.2025,Moses,"2,00€","474,00 €","237,0",Chaos Crew,Hacksaw Gaming,
18.11.2024,Moses,"0,40€","353,20 €","883,0",Cash Crew,Hacksaw Gaming,
12.09.2025,Moses,"0,60€","250,46 €","417,4",Cash Crew,Hacksaw Gaming,
24.08.2025,Planki,"0,10€","107,82 €","1078,2",Bullets and Bounty,Hacksaw Gaming,https://dhh68l6ktxf70.cloudfront.net/replay-manager/?roundid=12007082469967&partner=2942&language=de-de&channel=desktop,assets/img/bab.avif
25.03.2024,Robin,"0,20€","117,96 €","589,8",Buffalo Toro,Elk Studios,
01.06.2024,Planki,"0,20€","522,60 €","2613,0",Buffalo King Megaways,Pragmatic Play,https://global.cdn4cloud.net/nK84SWx5xx,assets/img/bkm.avif
13.05.2025,Moses,"0,10€","430,53 €","4305,3",Brute Force ,Nolimit City,
08.12.2024,Moses,"0,16€","269,42 €","1683,9",Brute Force ,Nolimit City,
06.11.2024,Moses,"0,20€","139,16 €","695,8",Brute Force ,Nolimit City,
14.03.2025,Moses,"0,20€","484,50 €","2422,5",Brainwashed,Shady Lady,
04.11.2024,Moses,"0,40€","463,60 €","1159,0",Brains for Breakfast,Twist Gaming,
07.09.2024,Planki,"0,10€","233,30 €","2333,0",Bouncy Bombs,Hacksaw Gaming,https://replay.hacksawgaming.com/?roundid=12001268786484&partner=2942&language=de,assets/img/bbmbs.avif
01.10.2024,Moses,"0,40€","2.029,20 €","5073,0",Book of Time,Hacksaw Gaming, 
02.10.2024,Robin,"0,20€","373,04 €","1865,2",Book of Time,Hacksaw Gaming,https://replay.hacksawgaming.com/?roundid=4005958952464&partner=1365&language=en&channel=desktop,assets/img/bot.avif
02.10.2024,Moses,"0,40€","194,44 €","486,1",Book of Time,Hacksaw Gaming,
03.11.2024,Planki,"0,20€","136,42 €","682,1",Book of Time,Hacksaw Gaming,
05.11.2024,Moses,"0,60€","383,40 €","639,0",Book of Shadows,Nolimit City,
27.12.2023,Planki,"0,40€","201,12 €","502,8",Book of Shadows,Nolimit City,https://nolimitcity.com/replay/ukibamuzusagisopubaradamupurutugoanidesihekabusiaegasi?device=desktop&language=de,assets/img/bos.avif
15.07.2024,Robin,"0,50€","160,00 €","320,0",Book of Ra 6,Novoline,
30.01.2025,Jonas,"0,20€","150,05 €","750,3",Book of Golden Sands,Pragmatic Play,
28.07.2023,Leks,"1,00€","1.401,50 €","1401,5",Book of Dead,Play'n GO,
26.01.2024,Planki,"0,50€","301,25 €","602,5",Book of Dead,Play'n GO,
02.09.2024,Moses,"0,20€","677,28 €","3386,4",Bonsai Banzai,Massive Studios,
05.09.2024,Moses,"0,20€","573,84 €","2869,2",Bonsai Banzai,Massive Studios,
23.09.2024,Moses,"0,40€","120,16 €","300,4",Bonsai Banzai,Massive Studios,
24.12.2024,Robin,"0,06€","113,05 €","1884,2",Bonsai Banzai,Massive Studios,
24.08.2025,Planki,"0,10€","263,00 €",2630,Bloodthirst,Hacksaw Gaming,https://dhh68l6ktxf70.cloudfront.net/replay-manager/?roundid=12007082188865&partner=2942&language=de-de&channel=desktop,assets/img/bloodt.avif
26.12.2024,Moses,"0,20€","781,56 €","3907,8",Blood Shadow 2,Nolimit City,
19.04.2025,Moses,"0,60€","9.393,75 €","15656,3",Blood & Shadows 2,Nolimit City,
19.04.2025,Moses,"0,60€","114,87 €","191,5",Blood & Shadows 2,Nolimit City,
03.11.2024,Planki,"0,70€","293,37 €","419,1",Big Bass Bonanza Halloween,Reel Kingdom,https://vkptrg.yjmelqvefm.net/Ui4MJ7j9z2,assets/img/bbbh.avif
01.11.2024,Planki,"0,10€","131,50 €","1325,0",Big Bass Bonanza Halloween,Reel Kingdom,https://vkptrg.yjmelqvefm.net/ujiucgvFqJ,assets/img/bbbh.avif
10.12.2023,Moses,"2,00€","353,00 €","176,5",Big Bass Bonanza Christmas,Pragmatic Play,
10.12.2024,Moses,"0,20€","838,00 €","4190,0",Big Bamboo,Push Gaming,
08.12.2024,Moses,"0,50€","631,60 €","1263,2",Big Bamboo,Push Gaming,
16.03.2025,Moses,"0,10€","205,39 €","2053,9",Big Bamboo,Push Gaming,
14.03.2025,Moses,"0,20€","194,23 €","971,2",Big Bamboo,Push Gaming,
04.11.2024,Moses,"0,10€","173,92 €","1739,2",Big Bamboo,Push Gaming,
13.04.2025,Moses,"1,20€","4.022,76 €","3352,3",Benny The Beer,Hacksaw Gaming,https://www.youtube.com/watch?v=D0Ubo1vsqw4,assets/img/btb.avif
04.11.2024,Moses,"0,20€","721,60 €","3608,0",Benny the Beer,Hacksaw Gaming,
18.11.2024,Moses,"0,20€","180,00 €","900,0",Benny the Beer,Hacksaw Gaming,
01.03.2025,Moses,"15,00€","3.170,40 €","211,4",Beam Boys,Hacksaw Gaming,
28.02.2025,Moses,"80,00€","706,56 €","8,8",Beam Boys,Hacksaw Gaming,
17.11.2024,Moses,"0,10€","491,52 €","4915,2",Beam Boys,Hacksaw Gaming,
19.03.2025,Moses,"0,40€","438,48 €","1096,2",Beam Boys,Hacksaw Gaming,
05.11.2024,Moses,"0,60€","271,36 €","452,3",Beam Boys,Hacksaw Gaming,
18.11.2024,Moses,"0,10€","209,92 €","2099,2",Beam Boys,Hacksaw Gaming,
18.11.2024,Moses,"0,10€","204,80 €","2048,0",Beam Boys,Hacksaw Gaming,
28.02.2025,Moses,"40,00€","133,12 €","3,3",Beam Boys,Hacksaw Gaming,
18.11.2024,Moses,"0,10€","109,68 €","1096,8",Beam Boys,Hacksaw Gaming,
14.03.2025,Moses,"0,20€","103,23 €","516,2",Beam Boys,Hacksaw Gaming,
11.09.2025,Moses,"0,60€","113,40 €","189,0",Bamboo Ways,Push Gaming,
05.09.2025,Robin,"3,00€","849,30€","283,1",Angel vs Sinner Eternal Battle,Pragmatic Play,https://www.pplink.social/TKm01Ffbbs,assets/img/avs.avif
05.09.2025,Robin,"1,00€","463,00€","463,0",Angel vs Sinner Eternal Battle,Pragmatic Play,https://www.pplink.social/XlqqlEpISU,assets/img/avs.avif
05.09.2025,Robin,"2,00€","429,80€","214,9",Angel vs Sinner Eternal Battle,Pragmatic Play,https://www.pplink.social/xw7I7tUd7U,assets/img/avs.avif
05.09.2025,Robin,"1,00€","320,40€","320,4",Angel vs Sinner Eternal Battle,Pragmatic Play,https://www.pplink.social/aaVa2p4qXr,assets/img/avs.avif
05.09.2025,Robin,"1,50€","250,20€","166,8",Angel vs Sinner Eternal Battle,Pragmatic Play,https://www.pplink.social/p9lPXAdnpz,assets/img/avs.avif
05.09.2025,Robin,"1,00€","114,70€","114,7",Angel vs Sinner Eternal Battle,Pragmatic Play,https://www.pplink.social/p9lPXAdnpz,assets/img/avs.avif
17.11.2024,Moses,"0,20€","182,00 €","910,0",Alpha Eagle,Hacksaw Gaming,
04.11.2024,Moses,"0,45€","260,43 €","578,7",Aladdin's Quest,Gameart,
17.11.2024,Moses,"2,00€","585,00 €","292,5",2Wild2Die,Hacksaw Gaming,
17.11.2024,Moses,"3,00€","512,40 €","170,8",2Wild2Die,Hacksaw Gaming,
05.02.2025,Moses,"1,00€","145,00 €","145,0",24k Dragon,Play'n GO,
08.09.2025,Moses,"1,00€","218,60 €","218,6",2 Wild 2 Die ,Hacksaw Gaming,
10.12.2024,Moses,"1,00€","246,20 €","246,2",2 Wild 2 Die,Hacksaw Gaming,
08.04.2025,Robin,"2,00€","245,60 €","122,8",2 Wild 2 Die,Hacksaw Gaming,
11.05.2024,Planki,"0,20€","200,00€","1000,0",(MAXWIN) | Voodoo Magic,Pragmatic Play,https://www.youtube.com/watch?v=92BtqFkbt5M,assets/img/voodoo.avif,maxwin
10.12.2024,Moses,"0,02€","500,00€","25000,0",(MAXWIN) | Tanked,Nolimit City,
09.08.2024,Robin,"0,20€","5.000,00 €","25000,0",(MAXWIN) | Sugar Rush 1000 ,Pragmatic Play,https://fkivsk.hrqhregkxq.net/vjO0MASIh7,assets/img/sr1000.avif,maxwin
13.04.2025,Moses,"0,10€","2.500,00€","25000,0",(MAXWIN) | Sugar Rush 1000,Pragmatic Play,https://www.youtube.com/watch?v=CvLvGIyS1KA&pp=0gcJCckJAYcqIYzv,assets/img/sr1000.avif,maxwin
02.09.2024,Moses,"0,20€","2.000,00€","10000,0",(MAXWIN) | Sleepy Grandpa,Backseat Gaming,https://replay.hacksawgaming.com/?roundid=13473824378&partner=745&language=de,assets/img/sleepyG.avif,maxwin
08.12.2024,Moses,"0,06€","300,00€","5000,0",(MAXWIN) | Outsourced,Nolimit City,
10.12.2024,Moses,"0,06€","300,00€","5000,0",(MAXWIN) | Outsourced,Nolimit City,
10.12.2024,Moses,"0,05€","718,43 €","14999,0",(MAXWIN) | Loner,Nolimit City,
29.03.2025,Robin,"0,02€","600,00€","30000,0",(MAXWIN) | Duck Hunters,Nolimit City,https://nolimitcity.com/replay/zohugahaponiraheyakumuhibewatitaizuzigeyakibipuza?device=desktop&language=de,assets/img/duckh.avif,maxwin
08.12.2024,Moses,"0,04€","291,00 €","7275,0",(MAXWIN) | Bricksnake 2000,Nolimit City,